Family,Target,Reference,N,Target Mean Reward,Reference Mean Reward,Mean Difference,Median Difference,Bootstrap CI Low,Bootstrap CI High,Wilcoxon Statistic,Raw P,Paired Rank-Biserial,Noise Variant,Holm P,Holm Significant 0.05
C_Readout_002,QTrust-PPO-128,Fixed-QPPO-128,10,16.673333333333336,17.346666666666664,-0.6733333333333326,-0.4833333333333334,-1.869999999999998,0.3066666666666672,20.0,0.4921875,-0.2727272727272727,C_Readout_002,0.64453125,False
C_Readout_002,QTrust-PPO-128,Fixed-QPPO-256,10,16.673333333333336,15.790000000000001,0.8833333333333334,0.6999999999999993,-0.5666666666666667,2.326666666666667,17.0,0.322265625,0.38181818181818183,C_Readout_002,0.64453125,False
C_Depolarizing_0005,QTrust-PPO-128,Fixed-QPPO-128,10,16.96333333333333,16.576666666666664,0.3866666666666669,0.20000000000000018,-0.3666666666666668,1.313333333333334,21.0,0.91015625,0.06666666666666667,C_Depolarizing_0005,0.91015625,False
C_Depolarizing_0005,QTrust-PPO-128,Fixed-QPPO-256,10,16.96333333333333,15.51,1.453333333333333,1.166666666666667,0.43000000000000005,2.5833333333333317,5.0,0.01953125,0.8181818181818182,C_Depolarizing_0005,0.0390625,True
