variant,method,Seeds,Mean_Reward,SD_Reward,Mean_Unresolved,Mean_Adaptive_Shots,Mean_Training_Shots,Accepted_Updates,Rolled_Back_Updates,Mean_Wall_Runtime_s
C_Depolarizing_0005,Fixed-QPPO-128,10,16.576666666666664,3.1273406049324497,0.0,0.0,10992640.0,640,0,1753.7145077253003
C_Depolarizing_0005,Fixed-QPPO-256,10,15.51,1.8771563731833092,0.0,0.0,22016000.0,640,0,1772.0553850238007
C_Depolarizing_0005,QTrust-PPO-128,10,16.96333333333333,3.0976873093756034,0.000146484375,2732.10625,16589529.6,637,3,1759.8911801480008
C_Readout_002,Fixed-QPPO-128,10,17.346666666666668,2.4150863287486515,0.0,0.0,10994688.0,640,0,1169.1685307351
C_Readout_002,Fixed-QPPO-256,10,15.790000000000001,2.0126176064095307,0.0,0.0,22012928.0,640,0,1146.732652317
C_Readout_002,QTrust-PPO-128,10,16.673333333333332,2.2296431647183614,0.0,2745.359375,16619232.0,640,0,1238.8565009095007
